representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
AROA	AROA	50	4	17	10	24	0.899181098858885	0.626846840812093	14	26	0.849197940567233	7.31035538378376	8.92024984274441	0.0128272255094342	expression/solubility	50	0.20523497917906	0.0694954087913253
PROC	PROC	50	3	7	10	24	0.621529859645612	0.430229627272911	14	26	0.84870713209874	6.64871861770308	10.0356243057551	0.0170232931364286	stability	50	0.203793231684641	0.0689596998438449
GALU	GALU	40	2	16	8	20	1.23884699460629	0.849820813439365	12	20	0.842965699704191	6.84988004666718	37.6810901965767	-0.00909051766797614	stability	40	0.249009620826259	0.0875589204175722
GLMM	GLMM	50	20	28	10	24	0.219913426787883	0.146119522452775	14	26	0.841405999860845	6.83362320616154	-0.785341717190746	0.0368653707174204	expression/solubility	50	0.203227734608488	0.0694486875797894
TOLC	TOLC	50	16	21	10	24	0.496128969447104	0.343197135681571	14	26	0.834688974277208	5.69897000433602	5.89951617966292	-0.0189392548920516	expression/solubility	50	0.202596233210775	0.06985947794993
PTSI	PTSI	50	2	35	10	24	1.30209725774914	0.91982397028082	14	26	0.826193392591159	7.69897000433602	24.6259949768731	0.00372900093372262	stability	50	0.202615861495426	0.0710278386387599
HEMY	HEMY	50	2	14	10	24	0.598343187902436	0.417405819379053	14	26	0.825494441323522	6.09891307083438	-21.4785614603235	-0.00650184686612618	stability	50	0.201210287443268	0.0705349716129536
RSFS	RSFS	40	2	7	8	20	0.497016853110036	0.335632339274041	12	20	0.823653023126677	7.69897000433602	-7.58158839372895	0.0114640019415534	expression/solubility	40	0.24790236460717	0.089180461034008
GOR	GOR	50	4	20	10	24	0.715410980368231	0.501397712764728	14	26	0.823461216528612	5.69897000433602	10.4341919167551	-0.0262709635453847	stability	50	0.199863729275494	0.070111901590439
YCIV	YCIV	50	2	4	10	24	1.01435226871518	0.715607437770222	14	26	0.821370204110861	6.24905377950223	-3.23599090506777	0.0135193688932954	stability	50	0.198650390476913	0.0698445023204409
CUTC	CUTC	40	3	7	8	20	0.135619858695427	0.0822362600767138	12	20	0.820431758659996	7.69897000433602	-6.85335081622343	0.00549806272966923	expression/solubility	40	0.244461420932009	0.0879744660441405
FHUC	FHUC	50	7	12	10	24	0.84750353029489	0.596603828440021	14	26	0.819831704564155	7.64459018487836	6.24947924295408	0.00768833137629321	expression/solubility	50	0.197313500796843	0.0694345242081047
SRLE	SRLE	50	2	9	10	24	10.5237300563678	7.53232520398863	14	26	0.815640136615817	6.98545828622047	10.1650106744346	-6.01306761700318e-05	stability	50	0.196317151118551	0.0694198591899014
RBFA	RBFA	50	2	13	10	24	3.74287597092313	2.67666116749018	14	26	0.811319583469483	6.55038632397767	-2.46355739079016	0.0131906260813638	stability	50	0.195524325975712	0.0696406019230119
DEDD	DEDD	50	5	8	10	24	5.96484479879895	4.28762001831256	14	26	0.800602752334397	6.72131115823958	2.40733195975294	0.0174906379750867	stability	50	0.195354560836794	0.0705804817479944
BGLX	BGLX	50	17	37	10	24	0.404156432852378	0.281806999613769	14	26	0.797239439314322	7.35226845065394	-3.32738753353595	0.0149254232480496	expression/solubility	50	0.194204685573366	0.0703873567712249
YFHG	YFHG	40	3	6	8	20	2.16547524938652	1.52296091695192	12	20	0.794061531955776	7.69897000433602	11.3794678722408	0.0229584021147658	expression/solubility	40	0.24542267238021	0.0920730864445757
YEEA	YEEA	50	3	7	10	24	1.5477427053273	1.10815559852283	14	26	0.793520896659355	5.69897000433602	-1.06019384821142	0.00247531036192427	stability	50	0.193124758594052	0.0702753004019159
PYRB	PYRB	50	7	12	10	24	0.411333263288876	0.287412661102925	14	26	0.793430866955943	5.9961951283169	4.24458623730037	0.00817236169030607	stability	50	0.19159456118665	0.0696453222415706
FOLD	FOLD	50	8	12	10	24	0.135989991909714	0.0889316598417303	14	26	0.784488498262279	6.85590495942431	-0.948057364514614	0.0353599660990212	expression/solubility	50	0.191395005057185	0.0705463849138483
OMPC	OMPC	50	12	14	10	24	0.856452735918512	0.611438672212622	14	26	0.782222689921689	7.69897000433602	7.51072489668354	0.0135740223989072	expression/solubility	50	0.190208917991893	0.0703126655586536
ZIPA	ZIPA	50	2	5	10	24	0.607074488816001	0.431354401327239	14	26	0.777704620873146	7.69183976735379	-35.0769601755464	0.0100708309378515	stability	50	0.189269513530424	0.0703623755148861
MNTR	MNTR	40	2	4	8	20	1.50529372423909	1.06226269200679	12	20	0.775593492035065	6.72352477333655	-0.00011224285153809	-0.0184896269647132	expression/solubility	40	0.244142547745619	0.0934571392576076
CEDA	CEDA	50	2	5	10	24	0.898706309904297	0.644026309031847	14	26	0.774051167109494	6.71686578353153	3.10044590729399	0.0153728074347573	stability	50	0.18827959519887	0.0703541126611759
WZZE	WZZE	40	9	13	8	20	0.861386064517258	0.603378749460569	12	20	0.771971439487934	6.82855968884352	-2.37810610219176	0.0228833835066201	stability	40	0.240773633313598	0.0923351449550384
TATB	TATB	50	7	9	10	24	10.6519817676332	7.75501389405675	14	26	0.767310198061176	7.69897000433602	0.523822683365915	0.0531046577037886	stability	50	0.187726770784035	0.0708458587203113
MSCK	MSCK	50	6	26	10	24	1.53371969088397	1.11138512817748	14	26	0.760229424336612	7.40210808183945	0.739195281915614	0.0618797815762738	stability	50	0.187390821025885	0.071584198901555
KBL	KBL	50	2	21	10	24	1.44685040958043	1.04942522239622	14	26	0.756271835071636	6.68194291097367	2.46198679613009	0.0245332495818457	expression/solubility	50	0.186439327543622	0.0716183399954963
BRNQ	BRNQ	50	2	3	10	24	0.308251878260031	0.216414147920786	14	26	0.754174090113049	6.68071546042471	0.53497771218096	0.0588515000049653	expression/solubility	50	0.185052245353753	0.0711559326562051
RPLY	RPLY	50	8	12	10	24	0.435804095669141	0.310639837447275	14	26	0.747513994449929	7.37655043463883	0.305339950144759	0.130056943629514	expression/solubility	50	0.184753795485581	0.0719339236213716
SELA	SELA	40	5	15	8	20	0.256697495930988	0.17304953948548	12	20	0.747060676965596	6.7350784654661	-2.13694805554548	0.0286020632376761	stability	40	0.240818783865141	0.0952888382801846
CYSP	CYSP	50	3	9	10	24	1.42021228916459	1.03592169585891	14	26	0.74049991993344	6.80594924366789	2.57890251327183	0.0236876311231761	expression/solubility	50	0.184153137872547	0.0723664283983523
YCEM	YCEM	40	3	4	8	20	0.18407662583661	0.121881610989355	12	20	0.727060878903463	6.77898882883436	-3.16703523328923	0.0248271678013306	stability	40	0.24013024013024	0.0973521642311451
RIHC	RIHC	40	2	2	8	20	0.508280204622986	0.358491281848519	12	20	0.721028872068656	6.80614453969074	-1.34833257028164	0.0530466879716038	expression/solubility	40	0.237704918032787	0.0973458235753318
YCGL	YCGL	50	3	9	10	24	1.06394440580225	0.780034256653605	14	26	0.718867665591867	6.76020244177102	1.3895890854858	0.0166944265911209	expression/solubility	50	0.186222808174028	0.0758304640247661
RIBA	RIBA	50	4	9	10	24	0.157257336792808	0.107665091071198	14	26	0.718046719207161	7.47144056923949	-2.0912099688878	-0.00821421846011937	expression/solubility	50	0.184711800115445	0.0752246557664399
WECD	WECD	40	2	7	8	20	0.530943394851766	0.375917259912576	12	20	0.71525262797975	6.73725790233742	-13.1515944854742	-0.00725448344348281	stability	40	0.234857849196539	0.0968417017414843
PANB	PANB	50	2	4	10	24	0.321668113211195	0.230116422034328	14	26	0.712943718985387	6.72350843850831	0.000525920451363434	-0.0207693698670602	stability	50	0.183774834437086	0.0752706507514772
GLOC	GLOC	50	5	6	10	24	0.213526404526692	0.149889688966696	14	26	0.710783613164464	6.85780258338539	-0.315744547008623	0.0993828313214111	stability	50	0.182466616903044	0.0748964349166023
LOLC	LOLC	50	2	15	10	24	1.5727064630454	1.16165720225889	14	26	0.708826738876407	5.69897000433602	-3.94461091717387	-0.0179726402002739	stability	50	0.181153398703673	0.0745174613783448
PNCC	PNCC	50	6	8	10	24	0.341877714777044	0.24570597108669	14	26	0.707304455606762	5.69897000433602	1.58761503186791	-0.0324740134137452	stability	50	0.179700499168053	0.0739817090846997
TATA	TATA	50	5	7	10	24	6.89054980957743	5.12542544212284	14	26	0.705764796997268	6.76976715400296	0.68491150202567	0.0239079300256745	stability	50	0.178229366203048	0.0734266751228649
MLAE	MLAE	50	2	3	10	24	0.597396144255496	0.436367226129529	14	26	0.70510243322492	6.7844290222143	-2.66693976960993	0.0167838066837557	stability	50	0.176593086214077	0.0726869756649015
LPXT	LPXT	40	2	2	8	20	0.239681961491662	0.164161990529058	12	20	0.703300797634181	7.69897000433602	-5.69685565799887	0.0104513472806811	stability	40	0.232993551071354	0.0974971436896377
YGGS	YGGS	50	8	10	10	24	0.265220236365458	0.188977050556998	14	26	0.702865897818396	6.99697643479031	-10.3372460544213	-0.00186196206101316	stability	50	0.175277522744345	0.0723097937171826
NUSB	NUSB	50	2	11	10	24	3.97070416493273	2.95578552514255	14	26	0.700206561791103	6.73012243558415	-3.94608862353285	0.0173650057446149	stability	50	0.174029451137885	0.0720093358390013
MLAC	MLAC	50	13	16	10	24	0.866843735167756	0.641143164304336	14	26	0.688899504548003	6.6862574637595	3.98681185240328	0.0181964368779718	stability	50	0.174148279651703	0.0732435024323979
AGAR	AGAR	50	3	13	10	24	0.23962009702483	0.170972403866409	14	26	0.688208019681117	6.7236116078831	-0.000123687913282642	-0.0300502233788228	stability	50	0.172559634579597	0.072560917431634
FTSL	FTSL	50	2	5	10	24	3.05090839856249	2.28173142803755	14	26	0.685074401454452	6.99133144880457	2.4414005369752	0.0273506162011765	stability	50	0.171564464073382	0.0725443585957626
GPR	GPR	50	6	11	10	24	1.02697769779433	0.76523453631321	14	26	0.674999679764595	5.90916584327656	15.0497172947499	-0.0246346896671284	stability	50	0.17164435290079	0.0737299738110484
YCAR	YCAR	50	6	7	10	24	4.69984636454623	3.54381975216796	14	26	0.66650637066856	7.69897000433602	6.75418251116047	0.0229680873176389	expression/solubility	50	0.171265461465271	0.0744003855326405
CNU	CNU	50	4	6	10	24	5.31237551029449	4.01835524843461	14	26	0.658719277617947	7.69897000433602	7.41847938621482	0.0228864868482472	stability	50	0.170925263800471	0.075112381550997
METG	METG	50	11	38	10	24	1.52987043974384	1.15207213153552	14	26	0.656748909465696	5.69897000433602	-7.29798146116776	-0.0153858932933372	expression/solubility	50	0.169565597412814	0.0746867551855378
PTSN	PTSN	50	4	7	10	24	1.14058886562538	0.856866294810859	14	26	0.656493587826519	7.69895766017068	11.2031649125513	0.0233143320308509	stability	50	0.167861514250743	0.0738788146837683
FTNA	FTNA	50	3	6	10	24	2.76447924277125	2.09177060983095	14	26	0.652673919095362	6.11795195319899	5.59080449813276	-0.00575498271208352	stability	50	0.166739798157086	0.0737201516528834
PYRE	PYRE	50	2	6	10	24	0.832441346002524	0.624455514236378	14	26	0.6508977857438	5.96216916664474	-7.94372690177193	-0.0109875150718464	stability	50	0.165260196905767	0.0731644909305812
RPSP	RPSP	50	5	10	10	24	0.791907984805008	0.594549436470772	14	26	0.646987349607268	6.8591813769665	0.165402178211809	0.166684959820869	stability	50	0.164151442944136	0.0730214126906826
FABD	FABD	50	3	13	10	24	1.42470867355534	1.08254425464381	14	26	0.63181555774688	6.73135792870604	-0.000478308981098614	-0.407005904167076	stability	50	0.165274409413456	0.0753508094907833
MLAD	MLAD	50	4	5	10	24	1.17995671399617	0.896818367647098	14	26	0.627047366685182	6.70532508991843	1.48563761554005	0.0184606737709565	stability	50	0.164363767723291	0.0754247067441324
AHPF	AHPF	50	7	33	10	24	0.543066496848793	0.409055650473412	14	26	0.622901793620638	6.74787746000246	5.41654368169576	0.0188591343480807	stability	50	0.163206093027473	0.0752254252383055
DCRB	DCRB	50	8	11	10	24	0.252209436199146	0.185741180570427	14	26	0.621742494573165	6.68516372423236	1.85619522018708	0.0293701411896786	stability	50	0.16156848506853	0.0744968341596614
ELYC	ELYC	50	2	2	10	24	0.998124570407891	0.759631810182864	14	26	0.619377458628113	6.79953931365915	-3.84811610513885	0.0221424407732915	expression/solubility	50	0.160218479745107	0.0740870417702461
RPSN	RPSN	50	7	11	10	24	0.739460816052438	0.562408441247167	14	26	0.611654514637192	5.70156388699208	-6.42530376296065	-0.0192890720297758	expression/solubility	50	0.159838324453426	0.0747462804807234
EDA	EDA	50	9	11	10	24	0.543252069722023	0.412891900278156	14	26	0.600741124650843	6.72392868528198	-0.000554076350363505	-0.0398475849263435	stability	50	0.160238494503447	0.0762623439537917
SPEE	SPEE	50	2	6	10	24	0.754488132795463	0.576651568712756	14	26	0.600053492646454	5.69897000433602	-0.893026168000052	-0.0779118710126718	expression/solubility	50	0.158552508860287	0.0754827797698394
SRKA	SRKA	50	9	14	10	24	0.651032032632472	0.496754658640277	14	26	0.598799549558196	6.77606855705865	2.02953686225262	0.0145333657345966	stability	50	0.156980003737619	0.0748295632665751
FRR	FRR	50	13	20	10	24	0.246622057114303	0.183373053650096	14	26	0.59805038989829	6.67206395056705	2.03601618698065	0.0275256312418011	stability	50	0.155270788513703	0.074028002240977
DAPB	DAPB	50	11	13	10	24	0.17144813203936	0.125250977086563	14	26	0.59541018680151	6.83446650011719	-1.76566508180715	0.0279793721620625	expression/solubility	50	0.154091891384008	0.0738089458903609
CODA	CODA	50	8	9	10	24	0.217116678038789	0.160880604250021	14	26	0.592849192684669	6.26964211321768	2.62812281813169	0.00646702259733081	stability	50	0.152614225153085	0.0732636497049927
LTAE	LTAE	50	11	14	10	24	0.680982099585284	0.521969241945254	14	26	0.58923086213743	7.61179032261971	6.32323272397902	0.0265552110855868	expression/solubility	50	0.151271627115439	0.0728671584886899
GADA	GADA	50	2	2	10	24	0.296456954105563	0.223145839249576	14	26	0.586323728175985	6.59296282009689	2.46452985246629	0.0235743407547924	stability	50	0.150147296398365	0.07270973747734
CDH	CDH	50	2	10	10	24	0.78266264397171	0.60284639246396	14	26	0.581809822155665	5.69897000433602	-0.553988685530133	-0.00190068533609856	expression/solubility	50	0.148897585186599	0.0724160317817084
CSRA	CSRA	50	3	5	10	24	1.4954290754609	1.15947242198569	14	26	0.580394392485943	6.73425043203938	1.65728673947915	0.0192311724405663	stability	50	0.147340221967088	0.0717880897363232
NUOA	NUOA	50	2	3	10	24	1.23736658984083	0.958734137078266	14	26	0.57861493917104	6.72765229654452	-9.9359412252815	0.0036508088231572	stability	50	0.145775390812314	0.071153470929252
YGGN	YGGN	50	7	9	10	24	1.46108645962247	1.13819440403955	14	26	0.567942735290023	7.69897000433602	-3.97605049667363	0.0208814635433569	stability	50	0.146056475170399	0.0725251728027528
HUPB	HUPB	50	4	5	10	24	0.978257481783081	0.761243712121087	14	26	0.562454292728746	7.69897000433602	6.92599992287266	0.0191204081636907	expression/solubility	50	0.145311732940599	0.07278084789198
YEBC	YEBC	50	8	12	10	24	0.283446567345725	0.217561394755483	14	26	0.538591642694873	7.19221904503464	-4.17569109460251	0.0279852303535558	expression/solubility	50	0.14863076453222	0.0774395226202525
PPIB	PPIB	50	6	12	10	24	0.44114119570328	0.342723989640945	14	26	0.537825904189269	6.82308820232192	-4.36703526806996	0.0187160144120233	stability	50	0.146744114949557	0.076453012290939
DSBD	DSBD	50	2	6	10	24	0.469058268606468	0.365228791230703	14	26	0.535484580899924	5.95459583071631	-0.409686032781625	0.0738695307789378	stability	50	0.145134914145544	0.0757687186076393
PTSH	PTSH	50	4	6	10	24	0.452060392084913	0.354661849116252	14	26	0.515945747629352	6.72361557552824	-0.000438636915623397	-0.0198874388850116	stability	50	0.147275405007364	0.0791353118001897
PYRC	PYRC	50	7	12	10	24	0.438318179249044	0.343756342990354	14	26	0.515348148184215	6.63683235203009	-2.19607412954484	0.0217750673347295	expression/solubility	50	0.145339652448657	0.0780972761874911
PDXJ	PDXJ	50	6	12	10	24	0.679600742114051	0.539130687097067	14	26	0.504956094948329	6.60888016431317	2.78431105197815	0.0266341368443032	stability	50	0.145672664952871	0.0795060831952342
RPLJ	RPLJ	50	11	16	10	24	1.24745805859109	0.996517187288582	14	26	0.50201934972992	7.69897000433602	-11.7319340324623	0.0134249097135041	stability	50	0.144179040241016	0.0789458157770203
MDOG	MDOG	50	18	36	10	24	0.188648702545417	0.145478598350653	14	26	0.493979774304644	6.62962593374853	-3.79685375910481	0.0327640254116614	expression/solubility	50	0.143931959437357	0.0797268563951586
SECG	SECG	50	2	3	10	24	3.66387436788017	2.96192504323374	14	26	0.483292492102112	6.78330194514127	2.10433643265746	0.0193547390233292	stability	50	0.144156132180084	0.081012146472599
ZWF	ZWF	50	2	29	10	24	0.689751602026741	0.552481141196892	14	26	0.482237483267744	5.69897000433602	4.71666144773399	-0.0160136196710789	stability	50	0.142174830612018	0.0799290133321647
GLYA	GLYA	50	15	21	10	24	0.447157944044451	0.356147300975444	14	26	0.480275700501962	6.70769853224031	6.09144386148433	0.0227841097631754	stability	50	0.14035869444135	0.0790252830594759
FRUA	FRUA	50	3	18	10	24	0.275252749945745	0.218154529758189	14	26	0.465666606906196	6.91419976300519	-4.40414868605228	0.0180143294849242	stability	50	0.14123006833713	0.0809995980168833
ORN	ORN	50	6	11	10	24	0.740151790744442	0.599801012067425	14	26	0.456295268005927	6.72397601902364	0.0520269636117624	-0.0550037195318833	stability	50	0.141269106067624	0.0820797450169177
UBIX	UBIX	50	2	3	10	24	1.28912785456797	1.05087283741422	14	26	0.452777822939389	6.72035687422217	1.60953907101195	0.0236682600491477	stability	50	0.139746127867707	0.0814896579716149
MRAY	MRAY	50	2	4	10	24	0.36466317597961	0.293007075111666	14	26	0.45096605240091	6.60598334758928	2.01693451465198	0.0260446574687255	stability	50	0.137898796307117	0.0805549732880864
RPIB	RPIB	50	3	5	10	24	0.832250563892578	0.677255970124578	14	26	0.449093716265782	6.72345932086104	-0.000445896007163303	-0.016784602837728	stability	50	0.13599062133646	0.0795575763336607
HXPB	HXPB	50	5	12	10	24	0.421102339646985	0.340015481875159	14	26	0.446321585253204	5.69897000433602	-1.49236175291078	-0.0351525504511243	expression/solubility	50	0.134497404436055	0.0790039871726747
YJJA	YJJA	50	3	5	10	24	13.0551063573749	10.7324914754213	14	26	0.4450672715774	6.73242563431635	3.1153712610146	0.0210589638818717	stability	50	0.132560066280033	0.0779795760684397
